requirement_id,phase,module,status,verification,mapping_method,declared_by,rules,artifacts,tests,requirement
P30-REQ-166,P30,API Access Plans,traced_tested,verified,derived,,TR-035 TR-037,ENG-014 TBL-api_keys TBL-api_requests UI-api-access TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-api-gateway TST-fn-subscription-state,"GrounUp shall implement governed api access plans capability 166 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-167,P30,Webhooks,traced_tested,not_verified,derived,,TR-035,ENG-014 TBL-api_keys TBL-api_requests UI-api-access,TST-fn-api-gateway,"GrounUp shall implement governed webhooks capability 167 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-168,P30,Data Export Entitlements,traced_tested,not_verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed data export entitlements capability 168 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-169,P30,AI Usage Entitlements,traced_tested,not_verified,derived,,TR-030 TR-037,AI-001 TBL-ai_agents TBL-ai_findings TBL-ai_prompts TBL-ai_models TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-plan-analysis TST-web-plans TST-fn-subscription-state,"GrounUp shall implement governed ai usage entitlements capability 169 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-170,P30,Storage Entitlements,traced_tested,not_verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed storage entitlements capability 170 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-171,P30,Seat Management,traced_tested,not_verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed seat management capability 171 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-172,P30,Project/Company Limits,traced_tested,not_verified,derived,,TR-012,TBL-projects TBL-project_tasks TBL-project_costs UI-projects UI-project-detail,TST-db-operations,"GrounUp shall implement governed project/company limits capability 172 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-173,P30,Regional Packaging,untraced,not_verified,,,,,,"GrounUp shall implement governed regional packaging capability 173 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-174,P30,Contracted Enterprise Plans,traced_tested,not_verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed contracted enterprise plans capability 174 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-175,P30,Billing Audit,traced_tested,verified,derived,,TR-018 TR-033 TR-037,TBL-pay_applications TBL-pay_application_lines TBL-schedule_of_values ENG-011 UI-finance TBL-audit_events TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-db-finance TST-pdf-documents TST-db-rls TST-db-operations TST-fn-subscription-state,"GrounUp shall implement governed billing audit capability 175 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-176,P30,Commercial Analytics,traced_tested,not_verified,derived,,TR-039,RPT-reporting_project_financials RPT-reporting_labor_productivity RPT-reporting_safety_summary RPT-reporting_bid_performance TBL-metric_definitions UI-reports,TST-db-semantic,"GrounUp shall implement governed commercial analytics capability 176 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-177,P30,Customer Health,traced_tested,not_verified,derived,,TR-027,TBL-leads TBL-opportunities TBL-customers TBL-crm_activities TBL-proposals UI-crm UI-proposals RPT-reporting_bid_performance,TST-db-semantic,"GrounUp shall implement governed customer health capability 177 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-178,P30,Churn/Retention,untraced,not_verified,,,,,,"GrounUp shall implement governed churn/retention capability 178 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-179,P30,Expansion Revenue,untraced,not_verified,,,,,,"GrounUp shall implement governed expansion revenue capability 179 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-180,P30,Commercial Security,untraced,verified,,,,,,"GrounUp shall implement governed commercial security capability 180 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-181,P30,Privacy/Tax Data,untraced,not_verified,,,,,,"GrounUp shall implement governed privacy/tax data capability 181 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-182,P30,Dispute Handling,traced_tested,not_verified,derived,,TR-017,TBL-contracts TBL-claims UI-claims,TST-db-network TST-web-claims,"GrounUp shall implement governed dispute handling capability 182 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-183,P30,Refund Governance,untraced,not_verified,,,,,,"GrounUp shall implement governed refund governance capability 183 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-184,P30,Commercial Incident Response,traced_tested,not_verified,derived,,TR-024,TBL-safety_incidents TBL-safety_observations TBL-toolbox_talks UI-safety RPT-reporting_safety_summary,TST-db-safety TST-db-semantic,"GrounUp shall implement governed commercial incident response capability 184 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-185,P30,Migration/Grandfathering,untraced,verified,,,,,,"GrounUp shall implement governed migration/grandfathering capability 185 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-186,P30,Feature Deprecation,untraced,not_verified,,,,,,"GrounUp shall implement governed feature deprecation capability 186 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-187,P30,Plan Versioning,traced_tested,verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed plan versioning capability 187 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-188,P30,Customer Communications,traced_tested,not_verified,derived,,TR-027,TBL-leads TBL-opportunities TBL-customers TBL-crm_activities TBL-proposals UI-crm UI-proposals RPT-reporting_bid_performance,TST-db-semantic,"GrounUp shall implement governed customer communications capability 188 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-189,P30,Self-Service Admin,untraced,verified,,,,,,"GrounUp shall implement governed self-service admin capability 189 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-190,P30,SaaS Control Plane,traced_tested,not_verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed saas control plane capability 190 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-191,P30,Tenant Lifecycle,traced_tested,not_verified,derived,,TR-005 TR-031,ENG-006 TBL-trucking_rates TBL-disposal_sites TBL-companies TBL-company_memberships TBL-enterprise_groups,TST-engine-trucking TST-db-rls TST-gov-registry,"GrounUp shall implement governed tenant lifecycle capability 191 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-192,P30,Plans & Packaging,traced_tested,verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed plans & packaging capability 192 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
